sid,name,licence,access,date,creator,curators,substances,reference_pmid,reference_title,reference_date
PKDB00594,Schoedel2012,closed,public,2022-08-09,jbrandhorst,"['jbrandhorst', 'mkoenig']","['quinidine', 'dextromethorphan', 'paroxetine']",22283559,Randomized open-label drug-drug interaction trial of dextromethorphan/quinidine and paroxetine in healthy volunteers.,2012-06-15
10579482,Streetman1999,closed,public,2025-10-06,jbrandhorst,['jbrandhorst'],"['dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide']",10579482,Dose dependency of dextromethorphan for cytochrome P450 2D6 (CYP2D6) phenotyping.,1999-12-06
PKDB00498,Tamminga2001b,closed,public,2021-07-09,jbrandhorst,"['jbrandhorst', 'mkoenig']","['caffeine (137X)', 'mephenytoin', 'dextromethorphan hydrobromide', 'dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide']",11829201,The prevalence of CYP2D6 and CYP2C19 genotypes in a population of healthy Dutch volunteers.,2002-07-23
10613613,Tenneze1999,closed,public,2025-10-06,jbrandhorst,"['jbrandhorst', 'janekg']","['mephenytoin', 'dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide', '3-hydroxymorphinan', '3-hydroxymorphinan O-glucuronide', '3-methoxymorphinan']",10613613,Assessment of CYP2D6 and CYP2C19 activity in vivo in humans: a cocktail study with dextromethorphan and chloroguanide alone and in combination.,2000-01-04
18183034,Wyen2008,closed,public,2025-10-06,jbrandhorst,['jbrandhorst'],"['midazolam', 'midazolam hydrochloride', 'digoxin', 'dextromethorphan hydrobromide', 'dextromethorphan', 'dextrorphan']",18183034,"Effect of an antiretroviral regimen containing ritonavir boosted lopinavir on intestinal and hepatic CYP3A, CYP2D6 and P-glycoprotein in HIV-infected patients.",2008-07-07
12928596,Yeh2003,closed,public,2025-10-06,jbrandhorst,['jbrandhorst'],['dextromethorphan'],12928596,Analysis of pharmacokinetic parameters for assessment of dextromethorphan metabolic phenotypes.,2004-04-22
PKDB00595,Zawertailo2010,closed,public,2022-08-09,jbrandhorst,"['jbrandhorst', 'mkoenig']","['quinidine', 'dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide', '3-hydroxymorphinan', '3-methoxymorphinan']",20041473,Effect of metabolic blockade on the psychoactive effects of dextromethorphan.,2010-03-01
PKDB00291,Barbanoj2008a,closed,public,2020-06-20,SaraD-hub,"['mkoenig', 'SaraD-hub']","['water', 'sodium', 'torasemide']",19673928,A bioavailability/bioequivalence and pharmacokinetic study of two oral doses of torasemide (5 and 10 mg): prolonged-release versus the conventional formulation.,2009-11-24
PKDB00288,Barbanoj2008b,closed,public,2020-06-15,SaraD-hub,"['mkoenig', 'SaraD-hub', 'janekg']",['torasemide'],19267775,Comparison of repeated-dose pharmacokinetics of prolonged-release and immediate-release torasemide formulations in healthy young volunteers.,2009-06-01
PKDB00300,Barr1990,closed,public,2020-06-28,SaraD-hub,"['mkoenig', 'SaraD-hub']","['sodium', 'potassium', 'chloride', 'torasemide']",,"Comparison of bioavailability, pharmacokinetics and pharmacodynamics of torasemide in young and elderly healthy volunteers.",1990-01-01
PKDB00309,Barr1990a,closed,public,2020-07-01,SaraD-hub,"['SaraD-hub', 'mkoenig']","['water', 'sodium', 'potassium', 'chloride', 'torasemide', 'torasemide-M5']",,Torasemide dose-proportionality of pharmacokinetics and pharmacodynamics,1990-01-01
PKDB00320,Brater1987,closed,public,2020-07-13,SaraD-hub,"['SaraD-hub', 'mkoenig']","['water', 'sodium', 'potassium', 'chloride', 'probenecid', 'torasemide', 'furosemide']",3608350,"Clinical pharmacology of torasemide, a new loop diuretic.",1987-09-21
PKDB00316,Brater1993a,closed,public,2020-07-08,SaraD-hub,"['SaraD-hub', 'mkoenig']","['torasemide', 'torasemide-M3']",8435379,Pharmacokinetics and pharmacodynamics of torasemide in patients with chronic renal insufficiency--preliminary evaluation.,1993-03-24
PKDB00312,Broekhuysen1986,closed,public,2020-07-03,SaraD-hub,"['mkoenig', 'SaraD-hub']","['placebo', 'creatinine', 'urea', 'sodium', 'calcium', 'potassium', 'chloride', 'phosphate', 'torasemide', 'furosemide']",3536530,"Torasemide, a new potent diuretic. Double-blind comparison with furosemide.",1987-01-13
PKDB00287,Cho2005,closed,public,2020-06-15,SaraD-hub,"['mkoenig', 'SaraD-hub']",['torasemide'],,Bioequivalence of Boryung Torsemide Tablet to Torem Tablet (Torasemide 10 mg) by High Performance Liquid Chromatography/UV Detector,2005-10-03
PKDB00313,Kang2013,closed,public,2020-06-10,SaraD-hub,"['mkoenig', 'SaraD-hub', 'janekg']",['torasemide'],,Bioequivalence of Torad tablet 5 mg to Torem tablet 5 mg (torasemide 5 mg),2013-03-20
PKDB00293,Khan2008,closed,public,2020-06-21,SaraD-hub,"['mkoenig', 'SaraD-hub', 'janekg']",['torasemide'],20046786,A simplified HPLC method for quantification of torsemide from human plasma and its application to a bioequivalence study.,2011-07-14
PKDB00301,Kramer1995,closed,public,2020-06-28,SaraD-hub,"['SaraD-hub', 'mkoenig']","['sodium', 'torasemide', 'torasemide-M1', 'torasemide-M5']",11850698,Effect of Food on the Pharmacokinetics and Pharmacodynamics of Torsemide.,1995-07-02
PKDB00297,Lesne1982,closed,public,2020-06-23,SaraD-hub,"['SaraD-hub', 'mkoenig']","['water', 'sodium', 'potassium', 'chloride', 'torasemide']",7118326,Pharmacokinetic study of torasemide in humans: an overview of its diuretic effect.,1982-12-02
PKDB00302,Lesne1988,closed,public,2020-06-28,SaraD-hub,"['SaraD-hub', 'mkoenig']","['water', 'sodium', 'calcium', 'potassium', 'chloride', 'torasemide', 'furosemide']",3370062,Comparison of the pharmacokinetics and pharmacodynamics of torasemide and furosemide in healthy volunteers.,1988-06-20
PKDB00315,Neugebauer1988,closed,public,2020-07-06,SaraD-hub,"['SaraD-hub', 'mkoenig']","['torasemide', 'torasemide-M1', 'torasemide-M3', 'torasemide-M5']",3370063,Pharmacokinetics and metabolism of torasemide in man.,1988-06-20
PKDB00289,Spahn1990,closed,public,2020-06-16,SaraD-hub,"['mkoenig', 'SaraD-hub', 'janekg']","['torasemide', 'torasemide-M1', 'torasemide-M3', 'torasemide-M5']",2076715,Pharmacokinetics of torasemide and its metabolites in healthy controls and in chronic renal failure.,1991-04-23
PKDB00275,Zhang2016,closed,public,2020-06-05,SaraD-hub,"['mkoenig', 'SaraD-hub', 'janekg']",['torasemide'],29403968,Determination of torasemide in human plasma and its bioequivalence study by high-performance liquid chromatography with electrospray ionization tandem mass spectrometry.,2016-11-10
PKDB00501,Anzai2020,closed,public,2021-08-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],32593714,The Impact of a Heterozygous SLCO1B3 Null Variant on the Indocyanine Green Retention Test.,2021-06-17
PKDB00387,Branch1976,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['albumin', 'bilirubin', 'indocyanine green', 'antipyrine']",1277728,The clearance of antipyrine and indocyanine green in normal subjects and in patients with chronic lever disease.,1976-09-01
PKDB00389,Caesar1961,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['bilirubin', 'indocyanine green']",13689739,The use of indocyanine green in the measurement of hepatic blood flow and as a test of hepatic function.,1998-11-01
PKDB00390,Cherrik1960,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['bilirubin', 'indocyanine green']",13809697,"Indocyanine green: observations on its physical properties, plasma decay, and hepatic extraction.",1998-11-01
PKDB00391,Chijiiwa2000,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],10773154,Biliary indocyanine green excretion as a predictor of hepatic adenosine triphosphate levels in patients with obstructive jaundice.,2000-08-30
PKDB00392,DOnofrio2014,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['albumin', 'bilirubin', 'Aspartate aminotransferase (AST)', 'Gamma glutamate transaminase (GGT)', 'Alanine aminotransferase (ALT)', 'indocyanine green']",24834884,Time-to-peak values can estimate hepatic functional reserve in patients undergoing surgical resection: a comparison between perfusion CT and indocyanine green retention test.,2014-11-18
PKDB00393,Figg1995,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['albumin', 'bilirubin', 'indocyanine green']",8602375,"Comparison of quantitative methods to assess hepatic function: Pugh's classification, indocyanine green, antipyrine, and dextromethorphan.",1996-05-09
PKDB00310,Gelman1984,closed,public,2020-07-02,adriankl,"['adriankl', 'mkoenig']","['indocyanine green', 'isoflurane', 'halothane']",6507927,Liver circulation and function during isoflurane and halothane anesthesia.,1985-01-04
PKDB00421,Geneve1990,closed,public,2021-03-31,adriankl,"['adriankl', 'mkoenig']","['indocyanine green', 'enalapril']",2206792,Changes in indocyanine green kinetics after the administration of enalapril to healthy subjects.,1990-11-21
PKDB00395,Grainger1983,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],6822056,Clearance and non-invasive determination of the hepatic extraction of indocyanine green in baboons and man.,1983-03-11
PKDB00502,Haimerl2016,closed,public,2021-08-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],26186960,Volume-assisted estimation of liver function based on Gd-EOB-DTPA-enhanced MR relaxometry.,2016-10-31
PKDB00503,Hashimoto2000,closed,public,2021-08-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],10896825,Hepatic parenchymal cell volume and the indocyanine green tolerance test.,2000-08-17
PKDB00397,Herold2001,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],11169069,Quantitative testing of liver function in patients with cirrhosis due to chronic hepatitis C to assess disease severity.,2001-03-22
PKDB00399,Huet1983,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],6629320,Determinants of drug disposition in patients with cirrhosis.,1983-12-21
PKDB00504,Kagawa2017,closed,public,2021-08-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],27863442,Loss of organic anion transporting polypeptide 1B3 function causes marked delay in indocyanine green clearance without any clinical symptoms.,2018-02-06
PKDB00400,Kanstrup1987,closed,public,2021-03-11,mkoenig,"['mkoenig', 'adriankl', 'jbrandhorst']","['indocyanine green', 'ergotamine']",3816112,Indocyanine green plasma clearance as a measure of changes in hepatic blood flow.,1987-04-23
PKDB00401,Kawasaki1988,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['bilirubin', 'indocyanine green', 'galactose', 'antipyrine']",3396264,"Hepatic clearances of antipyrine, indocyanine green, and galactose in normal subjects and in patients with chronic liver diseases.",1988-09-08
PKDB00422,Kearns1990,closed,public,2021-03-31,adriankl,"['adriankl', 'mkoenig']","['indocyanine green', 'antipyrine', 'lorazepam']",2246703,Enhanced hepatic drug clearance in patients with cystic fibrosis.,1991-01-07
PKDB00405,Leevy1967,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],6071462,Indocyanine green clearance as a test for hepatic function. Evaluation by dichromatic ear densitometry.,1967-06-08
PKDB00423,Ma2008,closed,public,2021-03-31,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],18594801,Quantitative assessment of hepatic blood flow using intravenous indocyanine green.,2008-11-13
PKDB00424,Marigold1981,closed,public,2021-03-31,adriankl,"['adriankl', 'mkoenig']","['indocyanine green', 'glycocholic acid', 'evans blue']",7261553,Effects of a meal on plasma clearance of [14C]glycocholic acid and indocyanine green in man.,1981-10-14
PKDB00406,Martin1975,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],1208580,Differences between the plasma indocyanine green disappearance rates of normal men and women.,1976-03-15
PKDB00407,Martin1976,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],814028,Abnormal hepatic transport of indocyanine green in Gilbert's syndrome.,1976-04-09
PKDB00409,Moeller1998,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],9691928,Arterial hypoxaemia in cirrhosis: fact or fiction?,1998-08-14
PKDB00412,Ohwada2006,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],16498606,Perioperative real-time monitoring of indocyanine green clearance by pulse spectrophotometry predicts remnant liver functional reserve in resection of hepatocellular carcinoma.,2006-04-13
PKDB00415,Okochi2002,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['bilirubin', 'Aspartate aminotransferase (AST)', 'Alanine aminotransferase (ALT)', 'indocyanine green']",11855925,ICG pulse spectrophotometry for perioperative liver function in hepatectomy.,2002-04-04
PKDB00505,Pind2016,closed,public,2021-08-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],27172450,Indocyanine green retention test (ICG-r15) as a noninvasive predictor of portal hypertension in patients with different severity of cirrhosis.,2017-07-17
PKDB00425,Roberts1976,closed,public,2021-03-31,adriankl,"['adriankl', 'mkoenig']","['phenobarbital', 'indocyanine green', 'antipyrine']",973986,"The relationship between liver volume, antipyrine clearance and indocyanine green clearance before and after phenobarbitone administration in man.",1977-01-03
PKDB00413,Sakka2006,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],16544120,Relation between indocyanine green (ICG) plasma disappearance rate and ICG blood clearance in critically ill patients.,2007-10-30
PKDB00416,Seyama2009,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],19208031,Assessment of liver function for safe hepatic resection.,2011-07-14
PKDB00506,Skak1987,closed,public,2021-08-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],3613884,Methodological problems in the use of indocyanine green to estimate hepatic blood flow and ICG clearance in man.,1987-09-24
PKDB00417,Stockmann2009,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']","['creatinine', 'albumin', 'bilirubin', 'indocyanine green']",19561474,Prediction of postoperative outcome after hepatectomy with a new bedside test for maximal liver function capacity.,2009-08-13
PKDB00418,Sunagawa2021,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],33052632,Perioperative assessment of indocyanine green elimination rate accurately predicts postoperative liver failure in patients undergoing hepatectomy.,2021-01-01
PKDB00419,Thomas2015,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],25581073,Intraoperative simulation of remnant liver function during anatomic liver resection with indocyanine green clearance (LiMON) measurements.,2016-02-03
PKDB00420,Wakabayashi2004,closed,public,2021-03-11,adriankl,"['adriankl', 'mkoenig']",['indocyanine green'],15013363,Evaluation of liver function for hepatic resection for hepatocellular carcinoma in the liver with damaged parenchyma.,2004-03-24
PKDB00426,Wood1979,closed,public,2021-03-31,adriankl,"['adriankl', 'mkoenig']","['indocyanine green', 'antipyrine']",445957,Effect of aging and cigarette smoking on antipyrine and indocyanine green elimination.,1979-09-01
PKDB00968,Martin2024,closed,public,2025-02-25,bibymaths,"['bibymaths', 'mkoenig']","['tirzepatide', 'tirzepatide_c14', 'tirzepatide_and_metabolites_c14']",39243911,"Absorption, distribution, metabolism, and excretion of tirzepatide in humans, rats, and monkeys.",2024-09-19
1484193,Babul1992,closed,public,2025-10-06,janekg,"['janekg', 'deepa', 'mkoenig']","['morphine', 'morphine sulfate']",1484193,Pharmacokinetics of two novel rectal controlled-release morphine formulations.,1993-02-18
8375123,Babul1993,closed,public,2025-10-06,janekg,"['janekg', 'deepa', 'mkoenig']","['morphine-6-glucuronide', 'morphine', 'morphine sulfate', 'morphine-3-glucuronide']",8375123,Disposition of morphine and its glucuronide metabolites after oral and rectal administration: evidence of route specificity.,1993-10-21
Baillie1989,Baillie1989,closed,public,2025-10-06,janekg,"['janekg', 'deepa', 'rohinichakraborty', 'mkoenig']","['morphine', 'morphine sulfate']",2816559,Age and the pharmacokinetics of morphine.,1989-12-12
1474160,Bass1992,closed,public,2025-10-06,deepa,"['deepa', 'mkoenig']","['morphine', 'morphine sulfate']",1474160,An evaluation of the effect of food on the oral bioavailability of sustained-release morphine sulfate tablets (ORAMORPH SR) after multiple doses.,1993-02-02
2857025,Bell1985,closed,public,2025-10-06,janekg,['janekg'],"['morphine', 'morphine sulfate']",2857025,Buccal morphine--a new route for analgesia?,1985-02-14
Bochner1999,Bochner1999,closed,public,2025-10-06,janekg,"['janekg', 'mkoenig']","['morphine-6-glucuronide', 'morphine', 'morphine sulfate', 'morphine-3-glucuronide']",,Comparative Pharmacokinetics of Two Modified-Release Oral MorphineFormulations (Reliadol and Kapanol) and an Immediate-Release Morphine Tablet (Morfin ‘DAK’) in Healthy Volunteers,1999-01-01
Broomhead1997,Broomhead1997,closed,public,2025-10-06,rohinichakraborty,"['mkoenig', 'deepa', 'rohinichakraborty']","['morphine', 'morphine sulfate']",,Comparative Single-Dose Pharmacokinetics of Sustained-Release and Modified-Release Morphine Sulfate Capsules Under Fed and Fasting Conditions,1997-03-01
Brunk1974,Brunk1974,closed,public,2025-10-06,deepa,"['mkoenig', 'deepa']","['morphine-6-glucuronide', 'morphine', 'morphine sulfate', 'morphine-3-glucuronide']",4843237,Morphine metabolism in man.,1974-09-28
Chapman1990,Chapman1990,closed,public,2025-10-06,rohinichakraborty,"['mkoenig', 'deepa', 'rohinichakraborty']","['morphine-6-glucuronide', 'morphine', 'morphine sulfate']",,Analysis and pharmacokinetics of morphine and morphine-6-glucuronide,1990-11-01
Ikekawa1969,Ikekawa1969,closed,public,2025-10-06,rohinichakraborty,"['rohinichakraborty', 'deepa', 'mkoenig']","['morphine', 'morphine hydrochloride']",5781407,Determination of morphine in urine by gas chromatography.,1969-06-19
